Sequence,Location,Element Length,Strand,LTR-similarity,5'LTR_pos,5'LTR_length,3'LTR_pos,3'LTR_length,TSR,Sharpness,PPT
rhopalosiphum_maidis_NC_040879.1:12076943-12098607,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040879.1:40494618-40516570,6864:13008, 6145,+,1,6864:7460,597,12412:13008,597,6860:6863/13009:13012,0.514/0.514,12393:12407
rhopalosiphum_maidis_NC_040879.1:60708057-60729283,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040879.1:61765758-61787533,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040879.1:68769958-68791658,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040879.1:70379156-70401105,3234:13072, 9839,+,1,3234:3831,598,12475:13072,598,3230:3233/13073:13076,0.471/0.443,12456:12470
rhopalosiphum_maidis_NC_040879.1:72009723-72031675,8935:18720, 9786,-,1,8935:9531,597,18124:18720,597,8931:8934/18721:18724,0.557/0.586,9536:9550
rhopalosiphum_maidis_NC_040879.1:72475153-72496418,3238:13030, 9793,+,1,3238:3834,597,12434:13030,597,3234:3237/13031:13034,0.486/0.529,12415:12429
rhopalosiphum_maidis_NC_040879.1:75205173-75226948,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040879.1:8453848-8475641,2715:12972, 10258,+,0.98,2715:3302,588,12397:12972,576,2711:2714/12973:12976,0.557/0.614,12378:12392
rhopalosiphum_maidis_NC_040880.1:38535855-38557477,2331:12679, 10349,+,0.997,2331:2948,618,12060:12679,620,2327:2330/12680:12683,0.514/0.586,12041:12055
rhopalosiphum_maidis_NC_040880.1:45629677-45651611,na,na,na,na,na,na,na,na,na,na,na
rhopalosiphum_maidis_NC_040880.1:47121106-47143058,3234:13035, 9802,+,0.997,3234:3830,597,12439:13035,597,3230:3233/13036:13039,0.571/0.486,12420:12434
solenopsis_invicta_NC_052664.1:10493380-10515158,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052664.1:10504963-10526741,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052664.1:1941242-1963014,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052664.1:3011431-3033056,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052664.1:4277734-4299506,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052665.1:102260-123849,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052665.1:22742704-22764479,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052665.1:23572027-23593799,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052665.1:24630886-24652631,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:10903523-10925295,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:11014619-11036394,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:12250090-12271862,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:1814255-1836012,7497:19587, 12091,-,0.991,7497:9578,2082,17512:19587,2076,7493:7496/19588:19591,0.529/0.557,9617:9631
solenopsis_invicta_NC_052666.1:4003076-4024851,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:4946471-4968264,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052666.1:4956544-4978484,8201:20364, 12164,-,0.978,8201:9909,1709,18679:20364,1686,8197:8200/20365:20368,0.414/0.543,9910:9924
solenopsis_invicta_NC_052666.1:4970435-4992231,8120:19240, 11121,-,0.994,8120:9548,1429,17812:19240,1429,8116:8119/19241:19244,0.5/0.443,9549:9563
solenopsis_invicta_NC_052666.1:8414253-8436055,2394:18943, 16550,-,0.975,2394:2907,514,18435:18943,509,2389:2393/18944:18948,0.543/0.443,2908:2922
solenopsis_invicta_NC_052667.1:16684564-16706339,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052667.1:18119598-18141373,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052667.1:7919798-7941534,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052668.1:10420919-10442694,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052668.1:28235465-28257240,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052668.1:28482480-28503674,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052668.1:468951-490708,7512:19561, 12050,-,0.992,7512:9581,2070,17482:19561,2080,7508:7511/19562:19565,0.543/0.514,9620:9634
solenopsis_invicta_NC_052668.1:5051407-5073053,2172:7263, 5092,+,0.996,2172:3691,1520,5745:7263,1519,2168:2171/7264:7267,0.529/0.543,5710:5724
solenopsis_invicta_NC_052669.1:16573341-16594969,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052669.1:17832911-17854548,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052670.1:5310888-5332681,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:15744482-15766254,1846:9717, 7872,+,0.983,1846:3122,1277,8460:9717,1258,1842:1845/9718:9721,0.529/0.543,8445:8459
solenopsis_invicta_NC_052671.1:15796218-15817918,1663:12335, 10673,+,0.941,1663:1942,280,12048:12335,288,NOTFOUND,0.586/0.5,12033:12047
solenopsis_invicta_NC_052671.1:15969854-15991644,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:17507042-17528643,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:19301788-19323575,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:19311917-19333704,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:19916090-19937280,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:24187127-24208188,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:24306723-24328336,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052671.1:25733565-25755340,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052673.1:164394-186169,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052673.1:5120268-5142040,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052673.1:5628922-5650694,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052674.1:12037214-12058989,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052674.1:12073072-12094841,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052674.1:13254534-13276321,2085:14425, 12341,+,0.995,2085:4291,2207,12218:14425,2208,2081:2084/14426:14429,0.471/0.514,12166:12180
solenopsis_invicta_NC_052674.1:15398921-15419967,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052675.1:1081577-1103349,167:19889, 19723,+,0.986,167:3372,3206,16692:19889,3198,163:166/19890:19893,0.5/0.5,16629:16643
solenopsis_invicta_NC_052675.1:1106550-1128337,2794:12397, 9604,+,0.978,2794:2970,177,12219:12397,179,NOTFOUND,0.557/0.414,12167:12181
solenopsis_invicta_NC_052675.1:4229908-4251476,43:4817, 4775,+,0.989,43:322,280,4538:4817,280,38:42/4818:4822,1/0.486,4440:4454
solenopsis_invicta_NC_052676.1:12336004-12357779,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052676.1:13106660-13128432,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052676.1:13179098-13200903,8102:20333, 12232,-,0.99,8102:9569,1468,18866:20333,1468,8098:8101/20334:20337,0.514/0.571,9570:9584
solenopsis_invicta_NC_052676.1:13249384-13271159,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052676.1:15819420-15841207,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052676.1:9925954-9947693,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052677.1:2337112-2358884,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052677.1:3960402-3982177,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052677.1:389378-411150,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NC_052677.1:7471997-7493556,7125:19433, 12309,-,0.987,7125:9336,2212,17226:19433,2208,7121:7124/19434:19437,0.514/0.614,9374:9388
solenopsis_invicta_NC_052677.1:7676175-7697932,7497:19565, 12069,-,0.989,7497:9578,2082,17492:19565,2074,7493:7496/19566:19569,0.6/0.543,9617:9631
solenopsis_invicta_NC_052677.1:88042-109811,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105255.1:31777-53384,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105270.1:1675-23465,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105270.1:26630-48420,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105278.1:1-13651,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105292.1:28425-46047,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105298.1:1-11611,na,na,na,na,na,na,na,na,na,na,na
solenopsis_invicta_NW_024105314.1:1-14859,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017295680.1:14241-35668,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017295770.1:1-10360,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017295795.1:252432-274441,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017295807.1:55902-77170,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017296401.1:32795-54645,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017296727.1:21634-43610,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017296752.1:149407-171161,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017296913.1:1-18721,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017296947.1:1-13602,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017297008.1:7680-29368,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017297207.1:9935-21951,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017298523.1:40052-61338,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017298683.1:63360-84628,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017299818.1:65641-83881,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017299849.1:2372-23547,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017299954.1:30849-48919,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017299990.1:2620-24572,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017300058.1:1-12580,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017300084.1:65556-87310,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017300137.1:32569-54530,8524:19077, 10554,-,0.997,8524:9857,1334,17744:19077,1334,8520:8523/19078:19081,0.614/0.571,9858:9872
trachymyrmex_cornetzi_NW_017300267.1:694591-716489,5834:13190, 7357,-,0.937,5834:6338,505,12697:13190,494,5829:5833/13191:13195,0.443/0.486,6347:6361
trachymyrmex_cornetzi_NW_017300318.1:80131-101582,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_cornetzi_NW_017300325.1:3967-25235,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017304472.1:365890-387143,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017304482.1:1032631-1053950,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017304522.1:85803-107308,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017305061.1:36176-57645,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017305485.1:1-15843,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_septentrionalis_NW_017305562.1:1-17599,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017255882.1:1-2980,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017255942.1:1-13287,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017255991.1:1-16608,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257259.1:27709-45645,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257447.1:26906-47880,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257537.1:71-14752,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257537.1:1196-14752,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257566.1:49152-66061,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257583.1:18326-32821,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257772.1:2604-24367,na,na,na,na,na,na,na,na,na,na,na
trachymyrmex_zeteki_NW_017257775.1:48631-65369,na,na,na,na,na,na,na,na,na,na,na
tribolium_castaneum_NC_007422.5:15378547-15399497,na,na,na,na,na,na,na,na,na,na,na
tribolium_castaneum_NW_015451025.1:1-16782,5894:11647, 5754,-,0.946,5894:6132,239,11409:11647,239,5890:5893/11648:11651,0.429/0.543,6142:6156
tribolium_castaneum_NW_015451025.1:1-16782,8364:11395, 3032,-,0.99,8364:8567,204,11192:11395,204,8360:8363/11396:11399,0.471/0.543,8571:8585
tribolium_castaneum_NW_015451657.1:19368-40111,na,na,na,na,na,na,na,na,na,na,na
tribolium_castaneum_NW_015452242.1:1-2396,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000013.1:1-10527,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000052.1:1-16865,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000052.1:1-17258,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000331.1:1-16576,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000358.1:369305-390255,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000358.1:1-11582,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000379.1:1-11030,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000558.1:1-16517,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000691.1:1-15425,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000792.1:22416-43924,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000792.1:32662-54611,1487:13305, 11819,+,0.998,1487:1936,450,12855:13305,451,1483:1486/13306:13309,0.543/0.571,12840:12854
trichogramma_brassicae_CADCXV010000929.1:28961-49731,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000945.1:13940-34461,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010000985.1:8840-30348,566:14800, 14235,+,0.992,566:1521,956,13848:14800,953,562:565/14801:14804,0.486/0.414,13833:13847
trichogramma_brassicae_CADCXV010001009.1:26117-42915,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001064.1:1-14028,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001107.1:46316-67155,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001107.1:66596-87318,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001198.1:50734-72242,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001206.1:1-17307,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001233.1:1-11838,na,na,na,na,na,na,na,na,na,na,na
trichogramma_brassicae_CADCXV010001282.1:4977-19834,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01001849.1:25087-40316,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01002154.1:9892-24905,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01003203.1:1048-16722,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01005563.1:251-13036,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01005563.1:1-13036,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01006280.1:1-9122,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01009322.1:1-7202,na,na,na,na,na,na,na,na,na,na,na
trichomalopsis_sarcophagae_NNAY01027560.1:1-3860,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023395894.1:92775-114337,8118:19676, 11559,+,1,8118:9976,1859,17818:19676,1859,8114:8117/19677:19680,0.5/0.571,17734:17748
vespa_mandarinia_NW_023395894.1:105455-127017,7433:20375, 12943,-,0.922,7433:8145,713,19680:20375,696,7429:7432/20376:20379,0.471/0.429,8195:8209
vespa_mandarinia_NW_023395894.1:105455-127017,7776:20034, 12259,-,0.9,7776:8145,370,19680:20034,355,7772:7775/20035:20038,0.486/0.429,8195:8209
vespa_mandarinia_NW_023395894.1:105455-127017,8118:19676, 11559,+,1,8118:9976,1859,17818:19676,1859,8114:8117/19677:19680,0.6/0.543,17734:17748
vespa_mandarinia_NW_023395894.1:225301-246863,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023395894.1:16858-38420,41:13979, 13939,+,0.963,41:203,163,13817:13979,163,37:40/13980:13983,1/0.514,13718:13732
vespa_mandarinia_NW_023395894.1:16858-38420,1975:13359, 11385,+,1,1975:3746,1772,11588:13359,1772,1971:1974/13360:13363,0.557/0.557,11573:11587
vespa_mandarinia_NW_023395894.1:22755-44317,7478:21483, 14006,+,0.902,7478:7873,396,21086:21483,398,7474:7477/21484:21487,0.486/1,21023:21037
vespa_mandarinia_NW_023395894.1:22755-44317,8118:19676, 11559,+,0.999,8118:9976,1859,17818:19676,1859,8114:8117/19677:19680,0.514/0.5,17734:17748
vespa_mandarinia_NW_023395894.1:47865-69427,8112:19676, 11565,+,0.992,8112:9976,1865,17818:19676,1859,8108:8111/19677:19680,0.514/0.443,17734:17748
vespa_mandarinia_NW_023395894.1:60547-82109,8118:19685, 11568,+,0.992,8118:9976,1859,17818:19685,1868,8114:8117/19686:19689,0.5/0.557,17734:17748
vespa_mandarinia_NW_023395894.1:78940-100502,8118:19676, 11559,+,1,8118:9976,1859,17818:19676,1859,8114:8117/19677:19680,0.5/0.586,17734:17748
vespa_mandarinia_NW_023395902.1:16746-38302,860:14447, 13588,+,0.966,860:1877,1018,13431:14447,1017,855:859/14448:14452,0.429/0.471,13351:13365
vespa_mandarinia_NW_023395902.1:16746-38302,1542:13765, 12224,+,0.97,1542:1877,336,13431:13765,335,1537:1541/13766:13770,0.471/0.471,13351:13365
vespa_mandarinia_NW_023395902.1:16746-38302,1900:13442, 11543,-,0.972,1900:3715,1816,11582:13442,1861,1896:1899/13443:13446,0.5/0.486,3784:3798
vespa_mandarinia_NW_023395912.1:486973-508259,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023395914.1:467797-489359,8114:19680, 11567,-,0.994,8114:9976,1863,17818:19680,1863,8110:8113/19681:19684,0.486/0.5,9977:9991
vespa_mandarinia_NW_023395951.1:18246-39808,8112:19684, 11573,+,0.998,8112:9976,1865,17818:19684,1867,8108:8111/19685:19688,0.486/0.471,17734:17748
vespa_mandarinia_NW_023395951.1:53642-75204,174:15154, 14981,+,0.98,174:1873,1700,13456:15154,1699,169:173/15155:15159,0.5/0.443,13360:13374
vespa_mandarinia_NW_023395951.1:53642-75204,515:14813, 14299,+,0.978,515:1873,1359,13456:14813,1358,510:514/14814:14818,0.514/0.486,13360:13374
vespa_mandarinia_NW_023395951.1:53642-75204,856:14473, 13618,+,0.976,856:1873,1018,13456:14473,1018,851:855/14474:14478,0.486/0.514,13360:13374
vespa_mandarinia_NW_023395951.1:53642-75204,1197:14132, 12936,+,0.981,1197:1873,677,13456:14132,677,1192:1196/14133:14137,0.486/0.486,13360:13374
vespa_mandarinia_NW_023395951.1:53642-75204,1538:13791, 12254,+,0.97,1538:1873,336,13456:13791,336,1533:1537/13792:13796,0.457/0.486,13360:13374
vespa_mandarinia_NW_023395951.1:53642-75204,1880:13452, 11573,+,0.999,1880:3746,1867,11588:13452,1865,1876:1879/13453:13456,0.514/0.529,11573:11587
vespa_mandarinia_NW_023395973.1:170490-192052,34:15502, 15469,+,0.964,34:1875,1842,13659:15502,1844,30:33/15503:15506,1/0.414,13606:13620
vespa_mandarinia_NW_023395973.1:170490-192052,34:16183, 16150,+,0.964,34:1875,1842,14341:16183,1843,30:33/16184:16187,1/0.429,14288:14302
vespa_mandarinia_NW_023395973.1:170490-192052,34:16524, 16491,+,0.972,34:1875,1842,14682:16524,1843,30:33/16525:16528,1/0.471,14629:14643
vespa_mandarinia_NW_023395973.1:170490-192052,34:16865, 16832,+,0.965,34:1875,1842,15023:16865,1843,30:33/16866:16869,1/0.457,14970:14984
vespa_mandarinia_NW_023395973.1:170490-192052,34:17548, 17515,+,0.963,34:1875,1842,15704:17548,1845,30:33/17549:17552,1/0.486,15651:15665
vespa_mandarinia_NW_023395973.1:170490-192052,34:17889, 17856,+,0.97,34:1875,1842,16045:17889,1845,30:33/17890:17893,1/0.457,15992:16006
vespa_mandarinia_NW_023395973.1:170490-192052,34:18571, 18538,+,0.965,34:1875,1842,16726:18571,1846,30:33/18572:18575,1/0.486,16673:16687
vespa_mandarinia_NW_023395973.1:170490-192052,34:18912, 18879,+,0.969,34:1875,1842,17067:18912,1846,30:33/18913:18916,1/0.429,17014:17028
vespa_mandarinia_NW_023395973.1:170490-192052,34:19252, 19219,+,0.963,34:1875,1842,17409:19252,1844,30:33/19253:19256,1/0.414,17356:17370
vespa_mandarinia_NW_023395973.1:170490-192052,34:19593, 19560,+,0.967,34:1875,1842,17750:19593,1844,30:33/19594:19597,1/0.429,17697:17711
vespa_mandarinia_NW_023395973.1:170490-192052,34:19933, 19900,+,0.964,34:1875,1842,18091:19933,1843,30:33/19934:19937,1/0.429,18027:18041
vespa_mandarinia_NW_023395973.1:170490-192052,34:20615, 20582,+,0.965,34:1875,1842,18773:20615,1843,30:33/20616:20619,1/0.414,18720:18734
vespa_mandarinia_NW_023395973.1:170490-192052,34:20956, 20923,+,0.973,34:1875,1842,19114:20956,1843,30:33/20957:20960,1/0.414,19061:19075
vespa_mandarinia_NW_023395973.1:170490-192052,34:21297, 21264,+,0.965,34:1875,1842,19454:21297,1844,30:33/21298:21301,1/0.414,19401:19415
vespa_mandarinia_NW_023395973.1:170490-192052,1518:13798, 12281,+,0.953,1518:1875,358,13445:13798,354,1513:1517/13799:13803,0.457/0.457,13365:13379
vespa_mandarinia_NW_023395973.1:170490-192052,1878:13456, 11579,+,1,1878:3746,1869,11588:13456,1869,1874:1877/13457:13460,0.457/0.5,11573:11587
vespa_mandarinia_NW_023395985.1:37305-58873,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023395985.1:51269-72837,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023396000.1:53508-75070,2634:13446, 10813,+,0.999,2634:4492,1859,11588:13446,1859,2630:2633/13447:13450,0.514/0.571,11573:11587
vespa_mandarinia_NW_023396008.1:60170-81732,17:3388, 3372,+,0.972,17:661,645,2745:3388,644,12:16/3389:3393,1/0.529,2720:2734
vespa_mandarinia_NW_023396008.1:60170-81732,17:3388, 3372,-,0.993,17:320,304,3085:3388,304,12:16/3389:3393,1/0.529,357:371
vespa_mandarinia_NW_023396008.1:60170-81732,17:3388, 3372,+,0.97,17:1002,986,2404:3388,985,12:16/3389:3393,1/0.529,2379:2393
vespa_mandarinia_NW_023396008.1:60170-81732,699:7980, 7282,+,0.981,699:3388,2690,5291:7980,2690,694:698/7981:7985,0.5/0.543,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,1040:7639, 6600,+,0.973,1040:3388,2349,5291:7639,2349,1035:1039/7640:7644,0.5/0.543,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,1722:6958, 5237,+,0.975,1722:3388,1667,5291:6958,1668,1717:1721/6959:6963,0.5/0.529,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,1722:21376, 19655,+,0.975,1722:3388,1667,19709:21376,1668,1717:1721/21377:21381,0.5/0.529,19684:19698
vespa_mandarinia_NW_023396008.1:60170-81732,2063:6617, 4555,+,0.977,2063:3388,1326,5291:6617,1327,2058:2062/6618:6622,0.5/0.514,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,2063:21035, 18973,+,0.977,2063:3388,1326,19709:21035,1327,2058:2062/21036:21040,0.5/0.514,19684:19698
vespa_mandarinia_NW_023396008.1:60170-81732,2404:6276, 3873,+,0.981,2404:3388,985,5291:6276,986,2399:2403/6277:6281,0.5/0.529,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,2404:20694, 18291,+,0.981,2404:3388,985,19709:20694,986,2399:2403/20695:20699,0.5/0.529,19684:19698
vespa_mandarinia_NW_023396008.1:60170-81732,2745:5935, 3191,+,0.977,2745:3388,644,5291:5935,645,2740:2744/5936:5940,0.514/0.529,5266:5280
vespa_mandarinia_NW_023396008.1:60170-81732,2745:20353, 17609,+,0.977,2745:3388,644,19709:20353,645,2740:2744/20354:20358,0.514/0.529,19684:19698
vespa_mandarinia_NW_023396008.1:74594-96156,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023396008.1:89018-110580,8110:19684, 11575,+,1,8110:9976,1867,17818:19684,1867,8106:8109/19685:19688,0.5/0.486,17734:17748
vespa_mandarinia_NW_023396016.1:67240-88808,na,na,na,na,na,na,na,na,na,na,na
vespa_mandarinia_NW_023396039.1:37914-59476,55:8184, 8130,+,0.959,55:2824,2770,5412:8184,2773,50:54/8185:8189,1/0.529,5342:5356
vespa_mandarinia_NW_023396039.1:37914-59476,396:8184, 7789,+,0.962,396:3165,2770,5412:8184,2773,391:395/8185:8189,0.414/0.557,5342:5356
vespa_mandarinia_NW_023396039.1:37914-59476,733:8184, 7452,+,0.961,733:3506,2774,5412:8184,2773,728:732/8185:8189,0.457/0.543,5342:5356
vespa_mandarinia_NW_023396039.1:37914-59476,5412:8184, 2773,+,0.915,5412:6134,723,7441:8184,744,5407:5411/8185:8189,0.457/0.529,7386:7400
vespa_mandarinia_NW_023396039.1:37914-59476,5412:8184, 2773,+,0.936,5412:5799,388,7782:8184,403,5407:5411/8185:8189,0.457/0.543,7729:7743
vespa_mandarinia_NW_023396039.1:37914-59476,5435:20325, 14891,-,0.931,5435:6127,693,19629:20325,697,5430:5434/20326:20330,0.457/0.429,6155:6169
vespa_mandarinia_NW_023396039.1:37914-59476,8157:19633, 11477,+,0.997,8157:9976,1820,17818:19633,1816,8153:8156/19634:19637,0.471/0.486,17734:17748
