Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#3425 - >seq11423	superfamily	417494	625	744	7.23711e-56	189241	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3425 - >seq11423	superfamily	407771	968	1018	5.6412e-14	67.6722	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3425 - >seq11423	superfamily	419726	1037	1133	2.80051e-10	58.4912	cl21549	rve superfamily	 - 	 - 
Q#3430 - >seq11428	superfamily	405048	13	117	4.40456e-08	49.5362	cl16778	DUF4371 superfamily	N	 - 
Q#3443 - >seq11441	superfamily	237865	70	169	0.00453442	37.7716	cl36447	PRK14951 superfamily	NC	 - 
Q#3449 - >seq11447	superfamily	413489	424	600	1.82001e-55	190499	cl02808	RT_like superfamily	 - 	 - 
Q#3449 - >seq11447	superfamily	407769	663	760	9.75392e-41	145325	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#3449 - >seq11447	superfamily	416259	250	337	2.46606e-19	83.7955	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3449 - >seq11447	superfamily	411202	986	1126	2.78407e-15	77.6311	cl41329	transpos_IS481 superfamily	N	 - 
Q#3449 - >seq11447	superfamily	407771	916	971	1.27633e-09	54.9606	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3459 - >seq11457	superfamily	416259	8	88	2.0651e-06	45.4052	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3460 - >seq11458	superfamily	413489	59	240	3.45982e-81	243271	cl02808	RT_like superfamily	 - 	 - 
Q#3461 - >seq11459	superfamily	407771	381	417	9.9403e-06	42.6342	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#3462 - >seq11460	superfamily	419726	30	98	5.82934e-09	51.5577	cl21549	rve superfamily	N	 - 
Q#3468 - >seq11466	superfamily	407758	51	96	3.7191e-11	56.7598	cl39372	HTH_48 superfamily	 - 	 - 
Q#3468 - >seq11466	superfamily	419669	122	153	1.42234e-05	41.8825	cl21459	HTH superfamily	N	 - 
Q#3468 - >seq11466	superfamily	225263	109	181	0.000691838	40.2574	cl34466	DeoR superfamily	C	 - 
Q#3481 - >seq11479	superfamily	237177	9	102	2.91273e-05	45.5394	cl36166	PRK12704 superfamily	C	 - 
Q#3483 - >seq11481	superfamily	413489	44	101	3.69305e-12	59.6688	cl02808	RT_like superfamily	C	 - 
Q#3484 - >seq11482	superfamily	413489	4	154	6.41161e-70	229.79	cl02808	RT_like superfamily	 - 	 - 
Q#3484 - >seq11482	superfamily	417494	248	367	9.35014e-56	188085	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3484 - >seq11482	superfamily	407771	591	641	3.99556e-14	67.6722	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3484 - >seq11482	superfamily	419726	660	756	2.67826e-10	58106	cl21549	rve superfamily	 - 	 - 
Q#3489 - >seq11487	superfamily	413489	10	95	2.07285e-05	41.0325	cl02808	RT_like superfamily	NC	 - 
Q#3490 - >seq11488	superfamily	417687	208	242	2.30546e-09	53.1382	cl15257	GIY-YIG_SF superfamily	C	 - 
Q#3491 - >seq11489	superfamily	411180	37	120	1.07064e-11	60.7319	cl41314	transpos_IS630 superfamily	N	 - 
Q#3491 - >seq11489	superfamily	412272	108	139	0.00606234	34.8408	cl00266	HGTP_anticodon superfamily	NC	 - 
Q#3495 - >seq11493	superfamily	413489	350	531	1.08882e-81	265228	cl02808	RT_like superfamily	 - 	 - 
Q#3495 - >seq11493	superfamily	417494	625	744	7.02968e-56	189241	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3495 - >seq11493	superfamily	407771	968	1018	5.58641e-14	67.6722	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3495 - >seq11493	superfamily	419726	1037	1133	2.80051e-10	58.4912	cl21549	rve superfamily	 - 	 - 
Q#3502 - >seq11500	superfamily	407769	115	213	3.25101e-36	122984	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#3502 - >seq11500	superfamily	413489	2	47	1.08645e-16	74.5541	cl02808	RT_like superfamily	N	 - 
Q#3504 - >seq11502	superfamily	417687	284	318	3.68831e-11	58531	cl15257	GIY-YIG_SF superfamily	C	 - 
Q#3504 - >seq11502	superfamily	413489	44	129	5.12114e-07	47.3456	cl02808	RT_like superfamily	 - 	 - 
Q#3505 - >seq11503	superfamily	413416	59	91	4.34304e-08	49.3132	cl02640	SAP superfamily	 - 	 - 
Q#3505 - >seq11503	superfamily	197667	379	393	0.00287192	35.4968	cl33244	ZnF_C2HC superfamily	 - 	 - 
Q#3506 - >seq11504	superfamily	413489	22	184	3.6962e-63	207448	cl02808	RT_like superfamily	 - 	 - 
Q#3506 - >seq11504	superfamily	417494	278	397	3.22869e-48	165358	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3506 - >seq11504	superfamily	411202	536	639	9.3627e-18	84.1795	cl41329	transpos_IS481 superfamily	N	 - 
Q#3506 - >seq11504	superfamily	407771	457	514	1.97222e-14	68.0574	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3511 - >seq11509	superfamily	417687	37	81	1.64726e-05	40.0414	cl15257	GIY-YIG_SF superfamily	N	 - 
Q#3518 - >seq11516	superfamily	413489	238	419	1.74845e-85	262917	cl02808	RT_like superfamily	 - 	 - 
Q#3518 - >seq11516	superfamily	407769	482	550	2.95562e-24	97.1754	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#3519 - >seq11517	superfamily	417494	2	46	3.31009e-16	67.9029	cl14782	RNase_H_like superfamily	N	 - 
Q#3522 - >seq11520	superfamily	407771	57	109	4.2053e-14	66.1314	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3522 - >seq11520	superfamily	419726	128	224	1.38705e-09	54.6392	cl21549	rve superfamily	 - 	 - 
Q#3539 - >seq11537	superfamily	413416	1	35	1.39478e-05	40.8388	cl02640	SAP superfamily	 - 	 - 
Q#3541 - >seq11539	superfamily	413489	58	115	3.45916e-17	72.6281	cl02808	RT_like superfamily	C	 - 
Q#3542 - >seq11540	superfamily	417494	173	290	1.29308e-47	158.81	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3542 - >seq11540	superfamily	407771	348	405	1.11354e-17	76.5318	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3542 - >seq11540	superfamily	413489	11	78	3.77434e-13	67.2353	cl02808	RT_like superfamily	N	 - 
Q#3543 - >seq11541	superfamily	419726	26	121	3.01566e-16	68.8916	cl21549	rve superfamily	 - 	 - 
Q#3544 - >seq11542	superfamily	173561	69	118	0.00160614	35.9381	cl31762	PTZ00368 superfamily	NC	 - 
Q#3547 - >seq11545	superfamily	413489	147	215	3.10885e-24	95.3549	cl02808	RT_like superfamily	C	 - 
Q#3548 - >seq11546	superfamily	413489	1	105	7.51515e-43	144275	cl02808	RT_like superfamily	N	 - 
Q#3548 - >seq11546	superfamily	407767	194	275	1.72211e-40	135711	cl39037	RT_RNaseH superfamily	C	 - 
Q#3549 - >seq11547	superfamily	407771	3	60	9.37586e-17	73.4502	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3549 - >seq11547	superfamily	411202	85	221	1.89237e-13	69.9271	cl41329	transpos_IS481 superfamily	N	 - 
Q#3550 - >seq11548	superfamily	422965	106	160	0.00847109	35.7906	cl38938	RNR_PFL superfamily	N	 - 
Q#3550 - >seq11548	superfamily	237798	48	128	0.00987023	35.8218	cl36419	PRK14714 superfamily	NC	 - 
Q#3551 - >seq11549	superfamily	411180	63	227	0.00237904	38.7755	cl41314	transpos_IS630 superfamily	C	 - 
Q#3552 - >seq11550	superfamily	235663	60	112	0.000571423	38.3325	cl35414	cobN superfamily	NC	 - 
Q#3552 - >seq11550	superfamily	411180	3	80	0.000671489	38.0051	cl41314	transpos_IS630 superfamily	N	 - 
Q#3553 - >seq11551	superfamily	407771	3	60	3.49746e-19	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3566 - >seq11564	superfamily	411180	63	227	0.00237904	38.7755	cl41314	transpos_IS630 superfamily	C	 - 
Q#3567 - >seq11565	superfamily	235663	60	112	0.000571423	38.3325	cl35414	cobN superfamily	NC	 - 
Q#3567 - >seq11565	superfamily	411180	3	80	0.000671489	38.0051	cl41314	transpos_IS630 superfamily	N	 - 
Q#3568 - >seq11566	superfamily	407771	3	60	3.49746e-19	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3569 - >seq11567	superfamily	411202	12	143	3.09197e-13	68.3863	cl41329	transpos_IS481 superfamily	N	 - 
Q#3585 - >seq11583	superfamily	419726	40	128	3.27006e-10	53.8688	cl21549	rve superfamily	 - 	 - 
Q#3587 - >seq11585	superfamily	407758	3	52	1.1141e-16	67.1602	cl39372	HTH_48 superfamily	 - 	 - 
Q#3588 - >seq11586	superfamily	419726	46	125	3.09681e-29	104688	cl21549	rve superfamily	 - 	 - 
Q#3588 - >seq11586	superfamily	411180	36	200	1.30653e-05	44.9387	cl41314	transpos_IS630 superfamily	N	 - 
Q#3602 - >seq11600	superfamily	281552	94	242	1.36905e-25	102909	cl04160	DUF1759 superfamily	 - 	 - 
Q#3602 - >seq11600	superfamily	416259	410	581	3.07279e-18	82.2839	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3606 - >seq11604	superfamily	407771	1	54	6.2114e-17	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3606 - >seq11604	superfamily	419726	94	160	1.16807e-07	47.3205	cl21549	rve superfamily	N	 - 
Q#3619 - >seq11617	superfamily	397205	134	170	0.00411538	35149	cl40835	Endonuclease_7 superfamily	NC	 - 
Q#3620 - >seq11618	superfamily	391808	12	423	7.43588e-17	83.5474	cl28058	DNA_pol_B_2 superfamily	 - 	 - 
Q#3628 - >seq11626	superfamily	406482	68	122	0.000159112	38.3698	cl24602	DUF4817 superfamily	 - 	 - 
Q#3629 - >seq11627	superfamily	419726	55	142	0.000819135	38.0057	cl21549	rve superfamily	N	 - 
Q#3655 - >seq11653	superfamily	391808	5	361	1.18668e-10	63.9023	cl28058	DNA_pol_B_2 superfamily	 - 	 - 
Q#3658 - >seq11656	superfamily	413489	1	112	1.8839e-55	170084	cl02808	RT_like superfamily	C	 - 
Q#3659 - >seq11657	superfamily	417494	2	106	1.06977e-55	176144	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3660 - >seq11658	superfamily	411202	2	142	8.14869e-13	63.3788	cl41329	transpos_IS481 superfamily	N	 - 
Q#3665 - >seq11663	superfamily	395449	20	133	2.11818e-11	58.9113	cl26991	TUDOR superfamily	 - 	 - 
Q#3667 - >seq11665	superfamily	419726	57	217	6.55318e-08	50332	cl21549	rve superfamily	 - 	 - 
Q#3696 - >seq11694	superfamily	419726	50	138	2.8774e-07	48.0909	cl21549	rve superfamily	 - 	 - 
Q#3696 - >seq11694	superfamily	421697	291	318	0.000327126	37.8417	cl28914	CD_CSD superfamily	C	 - 
Q#3703 - >seq11701	superfamily	417494	1	74	5.74444e-35	116438	cl14782	RNase_H_like superfamily	N	 - 
Q#3704 - >seq11702	superfamily	407771	112	162	1.50025e-13	64.9758	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3704 - >seq11702	superfamily	419726	181	277	1.85468e-10	57.7208	cl21549	rve superfamily	 - 	 - 
Q#3710 - >seq11708	superfamily	404567	321	341	0.00286549	34.7995	cl16353	zf-CCHC_2 superfamily	 - 	 - 
Q#3711 - >seq11709	superfamily	413489	273	454	2.19176e-82	265998	cl02808	RT_like superfamily	 - 	 - 
Q#3711 - >seq11709	superfamily	417494	548	667	2.41387e-58	196174	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3711 - >seq11709	superfamily	407771	929	982	9.62301e-17	75.3762	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3711 - >seq11709	superfamily	419726	1000	1097	2.12605e-11	61.5728	cl21549	rve superfamily	 - 	 - 
Q#3717 - >seq11715	superfamily	417494	30	119	2.39693e-42	148.41	cl14782	RNase_H_like superfamily	N	 - 
Q#3717 - >seq11715	superfamily	407771	343	393	3.60342e-14	67287	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3717 - >seq11715	superfamily	419726	412	508	2.04239e-10	57.7208	cl21549	rve superfamily	 - 	 - 
Q#3722 - >seq11720	superfamily	223021	5	151	0.00606387	36.0697	cl33720	PHA03247 superfamily	N	 - 
Q#3723 - >seq11721	superfamily	413489	378	559	1.37658e-82	263687	cl02808	RT_like superfamily	 - 	 - 
Q#3723 - >seq11721	superfamily	417494	653	772	9.54739e-59	196.56	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3723 - >seq11721	superfamily	416259	28	103	0.000211047	41168	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3728 - >seq11726	superfamily	404567	403	423	0.00132569	35.9551	cl16353	zf-CCHC_2 superfamily	 - 	 - 
Q#3728 - >seq11726	superfamily	237177	20	105	0.00477304	39.3762	cl36166	PRK12704 superfamily	C	 - 
Q#3731 - >seq11729	superfamily	413489	5	92	4.6739e-40	130408	cl02808	RT_like superfamily	C	 - 
Q#3732 - >seq11730	superfamily	417494	161	280	1.41066e-60	190782	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3732 - >seq11730	superfamily	413489	1	67	2.56188e-21	89.5769	cl02808	RT_like superfamily	N	 - 
Q#3733 - >seq11731	superfamily	407771	112	162	1.91532e-13	64.5906	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3733 - >seq11731	superfamily	419726	181	277	1.92837e-10	57.3356	cl21549	rve superfamily	 - 	 - 
Q#3739 - >seq11737	superfamily	413489	1	82	1.34449e-35	122319	cl02808	RT_like superfamily	N	 - 
Q#3740 - >seq11738	superfamily	417494	32	151	3.02097e-60	195404	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3740 - >seq11738	superfamily	407771	397	450	5.92667e-17	74991	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3740 - >seq11738	superfamily	419726	468	565	1.00067e-11	61.5728	cl21549	rve superfamily	 - 	 - 
Q#3746 - >seq11744	superfamily	237177	9	107	9.84068e-05	44769	cl36166	PRK12704 superfamily	C	 - 
Q#3747 - >seq11745	superfamily	413489	350	531	5.92854e-84	264457	cl02808	RT_like superfamily	 - 	 - 
Q#3747 - >seq11745	superfamily	417494	625	744	4.82906e-57	190396	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3748 - >seq11746	superfamily	407771	112	162	6.12873e-13	63435	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3748 - >seq11746	superfamily	419726	181	277	2.84846e-10	57.3356	cl21549	rve superfamily	 - 	 - 
Q#3753 - >seq11751	superfamily	413489	183	364	3.36783e-82	265613	cl02808	RT_like superfamily	 - 	 - 
Q#3753 - >seq11751	superfamily	417494	458	577	1.23311e-55	188.47	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3753 - >seq11751	superfamily	407771	801	851	5.87649e-14	67287	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3753 - >seq11751	superfamily	419726	870	966	2.53399e-10	58.4912	cl21549	rve superfamily	 - 	 - 
Q#3764 - >seq11762	superfamily	413489	183	364	3.36783e-82	265613	cl02808	RT_like superfamily	 - 	 - 
Q#3764 - >seq11762	superfamily	417494	458	577	1.23311e-55	188.47	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3764 - >seq11762	superfamily	407771	801	851	5.87649e-14	67287	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3764 - >seq11762	superfamily	419726	870	966	2.53399e-10	58.4912	cl21549	rve superfamily	 - 	 - 
Q#3770 - >seq11768	superfamily	421690	55	128	3.0248e-16	75.3631	cl28899	DEAD-like_helicase_N superfamily	N	 - 
Q#3770 - >seq11768	superfamily	223581	54	284	1.77712e-05	46.3297	cl33920	RecD superfamily	N	 - 
Q#3776 - >seq11774	superfamily	413489	71	252	5.28328e-83	262917	cl02808	RT_like superfamily	 - 	 - 
Q#3776 - >seq11774	superfamily	417494	346	465	7.94145e-59	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3776 - >seq11774	superfamily	407771	725	777	1.31006e-14	68.8278	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3776 - >seq11774	superfamily	412115	629	682	0.00168305	38.9185	cl00019	Macro_SF superfamily	N	 - 
Q#3783 - >seq11781	superfamily	404567	403	423	0.00132569	35.9551	cl16353	zf-CCHC_2 superfamily	 - 	 - 
Q#3783 - >seq11781	superfamily	237177	20	105	0.00481457	39.3762	cl36166	PRK12704 superfamily	C	 - 
Q#3784 - >seq11782	superfamily	416259	29	103	0.00118537	37316	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3785 - >seq11783	superfamily	413489	128	309	1.00325e-85	263687	cl02808	RT_like superfamily	 - 	 - 
Q#3785 - >seq11783	superfamily	417494	403	522	1.87634e-60	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3800 - >seq11798	superfamily	411202	8	130	5.69267e-12	64.5344	cl41329	transpos_IS481 superfamily	N	 - 
Q#3826 - >seq11824	superfamily	417494	2	54	3.23644e-23	87.9333	cl14782	RNase_H_like superfamily	N	 - 
Q#3826 - >seq11824	superfamily	237019	40	126	0.00359912	36.7547	cl36084	PRK11907 superfamily	C	 - 
Q#3827 - >seq11825	superfamily	407771	111	163	4.31222e-14	66.5166	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3827 - >seq11825	superfamily	411202	161	300	1.47023e-09	58.7564	cl41329	transpos_IS481 superfamily	N	 - 
Q#3827 - >seq11825	superfamily	412115	15	68	0.000857194	38.9185	cl00019	Macro_SF superfamily	N	 - 
Q#3840 - >seq11838	superfamily	413489	1	152	2.9431e-73	232871	cl02808	RT_like superfamily	 - 	 - 
Q#3840 - >seq11838	superfamily	417494	246	365	1.52887e-60	197.33	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3847 - >seq11845	superfamily	404567	403	423	0.00132569	35.9551	cl16353	zf-CCHC_2 superfamily	 - 	 - 
Q#3847 - >seq11845	superfamily	237177	20	105	0.00473187	39.3762	cl36166	PRK12704 superfamily	C	 - 
Q#3848 - >seq11846	superfamily	416259	28	103	0.000164577	39.6272	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3849 - >seq11847	superfamily	413489	74	255	2.44439e-84	264457	cl02808	RT_like superfamily	 - 	 - 
Q#3849 - >seq11847	superfamily	417494	349	468	1.63365e-59	196.56	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3850 - >seq11848	superfamily	419680	13	71	0.000326614	40.8279	cl21478	ATP-synt_B superfamily	N	 - 
Q#3851 - >seq11849	superfamily	413489	327	508	3.68116e-85	261376	cl02808	RT_like superfamily	 - 	 - 
Q#3852 - >seq11850	superfamily	417494	40	159	1.90162e-62	197.33	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3852 - >seq11850	superfamily	412115	323	376	0.000804897	38.9185	cl00019	Macro_SF superfamily	N	 - 
Q#3853 - >seq11851	superfamily	411202	17	156	8.74327e-10	58.3712	cl41329	transpos_IS481 superfamily	N	 - 
Q#3864 - >seq11862	superfamily	413489	338	519	2.49811e-83	266383	cl02808	RT_like superfamily	 - 	 - 
Q#3864 - >seq11862	superfamily	417494	613	732	6.4406e-59	197.33	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3865 - >seq11863	superfamily	407771	1	50	4.01261e-15	68.8278	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3865 - >seq11863	superfamily	419726	68	165	9.5014e-12	60.8024	cl21549	rve superfamily	 - 	 - 
Q#3874 - >seq11872	superfamily	417494	157	276	5.58227e-56	188085	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3874 - >seq11872	superfamily	413489	3	63	1.03002e-17	81.4877	cl02808	RT_like superfamily	N	 - 
Q#3874 - >seq11872	superfamily	407771	500	550	4.10017e-14	67287	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3874 - >seq11872	superfamily	419726	569	665	2.50624e-10	58106	cl21549	rve superfamily	 - 	 - 
Q#3879 - >seq11877	superfamily	237177	20	114	0.0010294	37.4502	cl36166	PRK12704 superfamily	C	 - 
Q#3880 - >seq11878	superfamily	404567	227	247	0.00221716	34.7995	cl16353	zf-CCHC_2 superfamily	 - 	 - 
Q#3881 - >seq11879	superfamily	413489	351	397	2.41955e-06	47.7276	cl02808	RT_like superfamily	C	 - 
Q#3881 - >seq11879	superfamily	416259	28	103	0.000205979	40.0124	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3891 - >seq11889	superfamily	417494	40	159	3.37739e-63	197.33	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3892 - >seq11890	superfamily	407771	27	79	4.79693e-14	61.8942	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3893 - >seq11891	superfamily	419726	1	91	3.13069e-07	47.3205	cl21549	rve superfamily	 - 	 - 
Q#3899 - >seq11897	superfamily	398081	37	98	1.84835e-15	64.7511	cl04457	Transp_Tc5_C superfamily	 - 	 - 
Q#3903 - >seq11901	superfamily	407771	135	188	8.34698e-16	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3903 - >seq11901	superfamily	411202	188	313	3.04967e-12	66.0751	cl41329	transpos_IS481 superfamily	N	 - 
Q#3923 - >seq11921	superfamily	413489	3	203	1.30856e-37	129719	cl02808	RT_like superfamily	 - 	 - 
Q#3926 - >seq11924	superfamily	412407	11	121	1.72067e-09	51.9778	cl00490	EEP superfamily	 - 	 - 
Q#3927 - >seq11925	superfamily	413489	256	325	2.73459e-19	84.6502	cl02808	RT_like superfamily	C	 - 
Q#3929 - >seq11927	superfamily	413489	1	142	5.54479e-21	85432	cl02808	RT_like superfamily	N	 - 
Q#3931 - >seq11929	superfamily	281552	89	174	5.1078e-25	94.0496	cl04160	DUF1759 superfamily	C	 - 
Q#3933 - >seq11931	superfamily	366677	14	83	0.00386367	34.5202	cl09264	HTH_Tnp_Tc3_2 superfamily	 - 	 - 
Q#3936 - >seq11934	superfamily	421881	45	123	0.00475458	34.6153	cl29674	Retrotrans_gag superfamily	N	 - 
Q#3938 - >seq11936	superfamily	411202	264	345	2.65845e-08	54134	cl41329	transpos_IS481 superfamily	N	 - 
Q#3940 - >seq11938	superfamily	371998	51	286	1.69782e-06	49.1859	cl13666	Baculo_F superfamily	C	 - 
Q#3947 - >seq11945	superfamily	411202	10	137	1.56577e-08	54134	cl41329	transpos_IS481 superfamily	N	 - 
Q#3948 - >seq11946	superfamily	372752	56	100	3.37795e-05	43.4438	cl16433	DDE_Tnp_1_7 superfamily	N	 - 
Q#3960 - >seq11958	superfamily	417494	25	109	1.84865e-37	135313	cl14782	RNase_H_like superfamily	N	 - 
Q#3960 - >seq11958	superfamily	407771	341	398	6.05248e-15	69.5982	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3960 - >seq11958	superfamily	419726	423	503	1.96345e-08	52.3281	cl21549	rve superfamily	 - 	 - 
Q#3960 - >seq11958	superfamily	411202	398	567	2.84969e-06	49.5116	cl41329	transpos_IS481 superfamily	N	 - 
Q#3973 - >seq11971	superfamily	173561	477	608	2.47883e-13	67.9096	cl31762	PTZ00368 superfamily	 - 	 - 
Q#3973 - >seq11971	superfamily	227414	413	539	2.56515e-10	60.2495	cl34894	AIR1 superfamily	N	 - 
Q#3974 - >seq11972	superfamily	413489	550	732	1.11536e-69	229.79	cl02808	RT_like superfamily	 - 	 - 
Q#3974 - >seq11972	superfamily	417494	826	944	1.7103e-56	190782	cl14782	RNase_H_like superfamily	 - 	 - 
Q#3974 - >seq11972	superfamily	416259	134	209	2.38444e-05	43.8644	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#3975 - >seq11973	superfamily	407771	105	162	1.46689e-16	73.4502	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#3975 - >seq11973	superfamily	411202	161	331	1,101E-06	59.1416	cl41329	transpos_IS481 superfamily	N	 - 
Q#3979 - >seq11977	superfamily	413489	1	105	8.82323e-38	127712	cl02808	RT_like superfamily	N	 - 
Q#3980 - >seq11978	superfamily	407769	12	97	4.55246e-36	117976	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#6 - >seq12003	superfamily	417494	366	491	9.35525e-48	162277	cl14782	RNase_H_like superfamily	 - 	 - 
Q#6 - >seq12003	superfamily	413489	96	272	1.9615e-44	155446	cl02808	RT_like superfamily	 - 	 - 
Q#7 - >seq12004	superfamily	411202	27	117	1.08935e-11	62.6084	cl41329	transpos_IS481 superfamily	N	 - 
Q#9 - >seq12006	superfamily	421881	38	123	0.00586636	34.6153	cl29674	Retrotrans_gag superfamily	N	 - 
Q#11 - >seq12008	superfamily	413489	256	332	8.37651e-14	69.2988	cl02808	RT_like superfamily	C	 - 
Q#12 - >seq12009	superfamily	413489	1	113	3.35502e-56	174321	cl02808	RT_like superfamily	N	 - 
Q#33 - >seq12030	superfamily	416259	339	405	0.000344398	39242	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#33 - >seq12030	superfamily	356913	45	152	0.00355814	39.5411	cl30037	Herpes_gE superfamily	NC	 - 
Q#34 - >seq12031	superfamily	413489	198	227	7.34759e-10	56.0645	cl02808	RT_like superfamily	C	 - 
Q#36 - >seq12033	superfamily	419726	109	141	3.70151e-06	43.9182	cl21549	rve superfamily	C	 - 
Q#36 - >seq12033	superfamily	416435	2	38	6.95767e-05	38.3902	cl12115	HTH_Tnp_Tc5 superfamily	N	 - 
Q#38 - >seq12035	superfamily	407771	136	187	2.53174e-19	77.3022	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#39 - >seq12036	superfamily	411202	2	78	2.77415e-08	49.8968	cl41329	transpos_IS481 superfamily	N	 - 
Q#41 - >seq12038	superfamily	371998	34	402	2.26821e-15	78.8463	cl13666	Baculo_F superfamily	NC	 - 
Q#43 - >seq12040	superfamily	413489	186	253	1.03865e-08	53826	cl02808	RT_like superfamily	C	 - 
Q#43 - >seq12040	superfamily	419667	74	187	0.00505171	37.6979	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	C	 - 
Q#44 - >seq12041	superfamily	417494	199	317	4.02352e-56	188856	cl14782	RNase_H_like superfamily	 - 	 - 
Q#44 - >seq12041	superfamily	413489	1	105	1.88426e-37	138112	cl02808	RT_like superfamily	N	 - 
Q#44 - >seq12041	superfamily	407771	549	606	1.50769e-16	74.2206	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#44 - >seq12041	superfamily	419726	631	711	1.87448e-09	55.4096	cl21549	rve superfamily	 - 	 - 
Q#44 - >seq12041	superfamily	411202	603	775	6.08656e-08	54.9044	cl41329	transpos_IS481 superfamily	N	 - 
Q#51 - >seq12048	superfamily	223021	15	197	5.52515e-06	49.1665	cl33720	PHA03247 superfamily	N	 - 
Q#84 - >seq12081	superfamily	416259	217	283	0.000231601	39242	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#85 - >seq12082	superfamily	413489	198	315	2.2719e-58	185492	cl02808	RT_like superfamily	C	 - 
Q#86 - >seq12083	superfamily	417494	145	264	8.31207e-63	193863	cl14782	RNase_H_like superfamily	 - 	 - 
Q#86 - >seq12083	superfamily	413489	1	50	4.74762e-18	79.5617	cl02808	RT_like superfamily	N	 - 
Q#86 - >seq12083	superfamily	396841	101	138	0.00674635	35.2173	cl03603	FliD_N superfamily	C	 - 
Q#88 - >seq12085	superfamily	407771	22	81	1.02142e-21	87.7026	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#88 - >seq12085	superfamily	419726	118	193	1.78493e-11	60.4172	cl21549	rve superfamily	N	 - 
