order,family,specie,sequence,class/family,begin,end
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:16960-26960,Simple_repeat,4890,4911
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:16960-26960,LTR/Gypsy,7404,7974
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:16960-26960,LTR/Gypsy,8205,8503
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:16960-26960,LTR/Gypsy,9111,9231
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:28922-38763,Simple_repeat,101,155
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:28922-38763,Simple_repeat,3373,3389
Hymenoptera,Cephidae,Cephus cinctus,NW_014333061.1:28922-38763,Simple_repeat,5528,5563
Hymenoptera,Cephidae,Cephus cinctus,NW_014333126.1:2084-12084,Simple_repeat,185,226
Hymenoptera,Cephidae,Cephus cinctus,NW_014333126.1:2084-12084,Simple_repeat,594,628
Hymenoptera,Cephidae,Cephus cinctus,NW_014333126.1:2084-12084,Simple_repeat,678,713
Hymenoptera,Cephidae,Cephus cinctus,NW_014333126.1:2084-12084,Simple_repeat,825,878
Hymenoptera,Cephidae,Cephus cinctus,NW_014333126.1:2084-12084,Simple_repeat,1597,1618
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:0-3340,Simple_repeat,377,430
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:0-3340,Simple_repeat,468,502
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:4351-14351,Simple_repeat,96,161
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:4351-14351,Simple_repeat,1431,1505
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:4351-14351,Simple_repeat,6855,6919
Hymenoptera,Cephidae,Cephus cinctus,NW_014333170.1:4351-14351,Low_complexity,9259,9317
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:0-5791,LTR/Gypsy,3107,3462
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:0-5791,LTR/Gypsy,4442,4740
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,1543,1569
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,3085,3109
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,3891,3936
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,4233,4278
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,4931,4961
Hymenoptera,Cephidae,Cephus cinctus,NW_014333275.1:7672-14869,Simple_repeat,7062,7108
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,Simple_repeat,2048,2108
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,Simple_repeat,2107,2152
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,LTR/Gypsy,4158,4364
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,LTR/Gypsy,8414,8543
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,LTR/Gypsy,8607,9019
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:18274-28274,LTR/Gypsy,9057,9232
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:7374-17374,Simple_repeat,3229,3265
Hymenoptera,Cephidae,Cephus cinctus,NW_014334081.1:7374-17374,Simple_repeat,5908,5952
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2545644-2555644,Simple_repeat,7117,7140
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2545644-2555644,Simple_repeat,7185,7233
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Simple_repeat,1801,1840
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Simple_repeat,5121,5159
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Low_complexity,8150,8190
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Low_complexity,9175,9229
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Low_complexity,9288,9319
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Low_complexity,9395,9427
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547116.1:2557591-2567591,Simple_repeat,9520,9552
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,886,918
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,971,1020
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,1189,1221
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,1814,1850
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,4918,4941
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1876452-1886452,Simple_repeat,8166,8201
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1888399-1898399,Low_complexity,2797,2922
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1888399-1898399,Simple_repeat,3111,3175
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547118.1:1888399-1898399,Simple_repeat,8663,8684
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,458,488
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,634,685
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,1161,1177
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,2316,2352
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,2914,2937
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,4545,4589
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,5716,5736
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,5813,5850
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:782039-792039,Simple_repeat,6935,6974
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547204.1:793803-803803,LTR/Gypsy,2478,2558
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,70,93
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,5010,5122
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,6224,6339
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,6697,6714
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,6715,6794
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1962802-1972802,Simple_repeat,9347,9384
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547507.1:1974740-1984740,Simple_repeat,8209,8234
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547602.1:25919-35919,LTR/Gypsy,2474,2554
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1896285-1906285,Simple_repeat,6064,6091
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1896285-1906285,Low_complexity,7124,7189
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1896285-1906285,Low_complexity,7207,7237
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1908223-1918223,Simple_repeat,617,658
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1908223-1918223,Simple_repeat,5785,5861
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1908223-1918223,Simple_repeat,8299,8322
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017547915.1:1908223-1918223,Simple_repeat,8323,8347
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2458833-2468833,Simple_repeat,1015,1039
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2458833-2468833,Simple_repeat,3671,3706
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2458833-2468833,LTR/Pao,5547,5677
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2458833-2468833,LTR/Pao,5948,6061
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2470771-2480771,Simple_repeat,111,150
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2470771-2480771,Simple_repeat,1501,1525
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017548708.1:2470771-2480771,Low_complexity,7395,7484
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017557114.1:9819-16994,Simple_repeat,1335,1456
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017557114.1:9819-16994,Simple_repeat,1498,1530
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017557114.1:9819-16994,Simple_repeat,2405,2428
Hemiptera,Aleyrodidae,Bemisia tabaci,NW_017564154.1:1040095-1050095,Simple_repeat,2225,2250
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:1221-11221,Low_complexity,6714,6755
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:1221-11221,Simple_repeat,7606,7666
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:1221-11221,Low_complexity,7830,7901
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,Simple_repeat,359,368
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,Simple_repeat,369,415
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,LTR/Gypsy,1612,1710
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,Simple_repeat,3048,3143
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,Simple_repeat,3649,3677
Hemiptera,Aphididae,Aphis gossypii,NW_021006118.1:13162-23162,Simple_repeat,4568,4610
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,5623,5663
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Low_complexity,5737,5766
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,5777,5823
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,5824,5832
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,5898,6055
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,6642,6764
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:84162-94162,Simple_repeat,7907,7928
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,LTR/Gypsy,2324,2555
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,4024,4091
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,4422,4465
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,6929,6961
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,8959,8996
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,9437,9446
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771311.1:95947-105947,Simple_repeat,9447,9505
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:0-5381,Simple_repeat,2246,2385
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:0-5381,LTR/Gypsy,2872,2989
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Simple_repeat,818,870
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Simple_repeat,2442,2486
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Low_complexity,2787,2819
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Simple_repeat,3668,3698
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Simple_repeat,6048,6066
Hemiptera,Aphididae,Acyrthosiphon pisum pisum,NW_021771402.1:6965-16965,Simple_repeat,7681,7744
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,LTR/Gypsy,2251,2327
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,5006,5043
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,7243,7298
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,7385,7431
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,7760,7789
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,7866,7937
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2409837-2419837,Simple_repeat,8655,8678
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,Simple_repeat,79,116
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,Simple_repeat,314,339
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,Simple_repeat,1042,1093
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,Simple_repeat,1111,1142
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,LTR/Gypsy,3687,3979
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,LTR/Gypsy,4832,6113
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881837.1:2420695-2428486,Low_complexity,6715,6756
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,Simple_repeat,2,38
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,LTR/Gypsy,1128,4180
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,Simple_repeat,5938,5966
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,Simple_repeat,6513,6593
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,Simple_repeat,7329,7356
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:409638-419638,Simple_repeat,8083,8114
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:421072-422058,Simple_repeat,97,139
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:421072-422058,Simple_repeat,616,638
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:421072-422058,Simple_repeat,692,722
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881867.1:421072-422058,Simple_repeat,771,800
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:207029-217029,Low_complexity,2546,2621
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:207029-217029,Simple_repeat,2830,2851
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:207029-217029,Low_complexity,4309,4352
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:207029-217029,Simple_repeat,5670,5707
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,Simple_repeat,66,84
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,Simple_repeat,154,213
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,Simple_repeat,655,677
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,Simple_repeat,731,761
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,Simple_repeat,809,842
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,LTR/Gypsy,3382,3674
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881884.1:218463-223380,LTR/Gypsy,4523,4745
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,63,96
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,97,147
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,148,155
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,169,224
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,668,690
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,744,774
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,Simple_repeat,822,855
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,LTR/Gypsy,3394,3686
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,LTR/Gypsy,4535,4757
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:21125-31125,LTR/Gypsy,8288,9500
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,881,910
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,1138,1201
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,1806,1855
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,3523,3552
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,LTR/Gypsy,5298,5830
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,5841,5896
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881947.1:9748-19748,Simple_repeat,9908,9999
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Low_complexity,2468,2498
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Low_complexity,2516,2556
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Simple_repeat,2630,2653
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Simple_repeat,3098,3170
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Low_complexity,3192,3242
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:0-3338,Simple_repeat,3255,3273
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,1884,1915
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,2640,2680
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,3108,3134
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,3868,3908
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,4264,4301
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,Simple_repeat,4302,4319
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,LTR/Gypsy,4377,4906
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881977.1:4772-14772,LTR/Gypsy,9323,9482
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,LTR/Gypsy,3222,3448
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,LTR/Gypsy,4299,4586
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Simple_repeat,7141,7170
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Low_complexity,7190,7230
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Simple_repeat,7220,7250
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Simple_repeat,7304,7324
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Simple_repeat,7768,7803
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Low_complexity,7825,7878
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-7974,Simple_repeat,7891,7912
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,LTR/Gypsy,3222,3448
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,LTR/Gypsy,4299,4586
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Simple_repeat,7141,7170
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Low_complexity,7190,7230
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Simple_repeat,7220,7250
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Simple_repeat,7304,7324
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Simple_repeat,7768,7803
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Low_complexity,7825,7878
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:0-8304,Simple_repeat,7891,7912
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:8817-17749,Simple_repeat,2714,2745
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:8817-17749,Simple_repeat,3621,3655
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:8817-17749,LTR/Gypsy,5807,8853
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:9408-17749,Simple_repeat,2123,2154
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:9408-17749,Simple_repeat,3030,3064
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022881993.1:9408-17749,LTR/Gypsy,5216,8262
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Simple_repeat,144,244
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Low_complexity,1589,1623
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,LTR/Gypsy,3860,5155
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,LTR/Gypsy,6304,6596
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Simple_repeat,7469,7516
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Low_complexity,8806,8875
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Simple_repeat,8857,8910
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Simple_repeat,9612,9645
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Simple_repeat,9658,9707
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:43924-53924,Low_complexity,9817,9898
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Low_complexity,1259,1293
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,LTR/Gypsy,3530,4825
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,LTR/Gypsy,5974,6266
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Simple_repeat,7139,7186
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Low_complexity,8476,8545
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Simple_repeat,8527,8580
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Simple_repeat,9282,9315
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Simple_repeat,9328,9377
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:44254-54254,Low_complexity,9487,9568
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,1389,1410
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,1753,1776
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,2366,2395
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,2395,2421
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,2525,2556
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,3523,3643
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,4999,5027
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Low_complexity,5140,5194
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:54767-64767,Simple_repeat,9108,9129
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,855,876
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,1219,1242
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,1832,1861
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,1861,1887
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,1991,2022
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,2989,3109
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,4465,4493
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Low_complexity,4606,4660
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,8574,8595
Hymenoptera,Apidae,Bombus vancouverensis nearcticus,NW_022882008.1:55301-65301,Simple_repeat,9561,9641
